Year,Month,Mission,Country,Personnel_Type,Male,Female,Total
2015,1,UNMISS,Indonesia,Contingent Troops,1,0,1
2015,1,UNMISS,Japan,Contingent Troops,269,3,272
2015,1,UNMISS,Jordan,Experts on Mission,3,0,3
2015,1,UNMISS,Kenya,Individual Police,21,11,32
2015,1,UNMISS,Kyrgyzstan,Individual Police,5,0,5
2015,1,UNMISS,Kyrgyzstan,Contingent Troops,2,0,2
2015,1,UNMISS,Mauritania,Experts on Mission,2,0,2
2015,1,UNMISS,Mongolia,Experts on Mission,2,0,2
2015,1,UNMISS,Namibia,Individual Police,14,1,15
2015,1,UNMISS,Nepal,Individual Police,16,1,17
2015,1,UNMISS,Netherlands,Individual Police,15,2,17
2015,1,UNMISS,Netherlands,Experts on Mission,2,0,2
2015,1,UNMISS,Nigeria,Individual Police,19,1,20
2015,1,UNMISS,Norway,Individual Police,9,2,11
2015,1,UNMISS,Paraguay,Experts on Mission,3,0,3
2015,1,UNMISS,Peru,Experts on Mission,2,0,2
2015,1,UNMISS,Poland,Experts on Mission,2,0,2
2015,1,UNMISS,Qatar,Experts on Mission,2,0,2
2015,1,UNMISS,Romania,Individual Police,4,0,4
2015,1,UNMISS,Romania,Individual Police,8,2,10
2015,1,UNMISS,Rwanda,Individual Police,20,7,27
2015,1,UNMISS,Samoa,Individual Police,10,2,12
2015,1,UNMISS,Senegal,Individual Police,4,0,4
2015,1,UNMISS,Serbia,Individual Police,5,8,13
2015,1,UNMISS,Slovenia,Individual Police,11,12,23
2015,1,UNMISS,Spain,Individual Police,21,3,24
2015,1,UNMISS,Sweden,Individual Police,7,7,14
2015,1,UNMISS,Sweden,Contingent Troops,2,0,2
2015,1,UNMISS,Switzerland,Experts on Mission,2,0,2
2015,1,UNMISS,Switzerland,Experts on Mission,4,0,4
2015,1,UNMISS,Switzerland,Contingent Troops,3,1,4
2015,1,UNMISS,Togo,Contingent Troops,1,0,1
2015,1,UNMISS,Turkey,Individual Police,22,1,23
2015,1,UNMISS,Uganda,Individual Police,15,3,18
2015,1,UNMISS,Ukraine,Individual Police,33,4,37
2015,1,UNMISS,Ukraine,Individual Police,2,2,4
2015,1,UNMISS,Ukraine,Individual Police,10,0,10
2015,1,UNMISS,Vietnam,Experts on Mission,2,0,2
2015,1,UNMISS,Yemen,Experts on Mission,6,0,6
2015,1,UNMISS,Zambia,Individual Police,20,6,26
2015,1,UNMISS,Zimbabwe,Individual Police,18,18,36
2015,1,UNMOGIP,Chile,Experts on Mission,2,0,2
2015,1,UNMOGIP,Croatia,Experts on Mission,5,0,5
2015,1,UNMOGIP,Finland,Experts on Mission,6,0,6
2015,1,UNMOGIP,Ghana,Experts on Mission,2,0,2
2015,1,UNMOGIP,Italy,Experts on Mission,4,0,4
2015,1,UNMOGIP,Philippines,Experts on Mission,4,0,4
2015,1,UNMOGIP,Qatar,Experts on Mission,5,2,7
2015,1,UNMOGIP,Sweden,Experts on Mission,5,0,5
2015,1,UNMOGIP,Switzerland,Experts on Mission,2,0,2
2015,1,UNMOGIP,Thailand,Experts on Mission,1,2,3
2015,1,UNMOGIP,Uruguay,Experts on Mission,2,0,2
2015,1,UNOCI,Argentina,Individual Police,3,0,3
2015,1,UNOCI,Bangladesh,Other,179,0,179
2015,1,UNOCI,Benin,Individual Police,33,2,35
2015,1,UNOCI,Bolivia,Experts on Mission,3,0,3
2015,1,UNOCI,Brazil,Experts on Mission,2,0,2
2015,1,UNOCI,Bulgaria,Individual Police,21,2,23
2015,1,UNOCI,Burundi,Individual Police,37,1,38
2015,1,UNOCI,Cameroon,Individual Police,2,1,3
2015,1,UNOCI,Canada,Individual Police,6,0,6
2015,1,UNOCI,Chad,Individual Police,7,3,10
2015,1,UNOCI,China,Experts on Mission,6,0,6
2015,1,UNOCI,Djibouti,Individual Police,14,2,16
2015,1,UNOCI,Djibouti,Individual Police,8,0,8
2015,1,UNOCI,Ecuador,Experts on Mission,2,0,2
2015,1,UNOCI,Egypt,Individual Police,27,0,27
2015,1,UNOCI,Egypt,Experts on Mission,3,0,3
2015,1,UNOCI,Ethiopia,Experts on Mission,0,2,2
2015,1,UNOCI,France,Individual Police,8,0,8
2015,1,UNOCI,Gambia,Experts on Mission,1,2,3
2015,1,UNOCI,Ghana,Individual Police,6,0,6
2015,1,UNOCI,Guatemala,Experts on Mission,5,0,5
2015,1,UNOCI,Guinea,Individual Police,6,3,9
2015,1,UNOCI,India,Experts on Mission,8,0,8
2015,1,UNOCI,Ireland,Experts on Mission,2,0,2
2015,1,UNOCI,Jordan,Individual Police,7,0,7
2015,1,UNOCI,Madagascar,Individual Police,3,0,3
2015,1,UNOCI,Malawi,Experts on Mission,3,0,3
2015,1,UNOCI,Mauritania,Other,139,0,139
2015,1,UNOCI,Mauritania,Experts on Mission,3,1,4
2015,1,UNOCI,Morocco,Contingent Troops,717,0,717
2015,1,UNOCI,Namibia,Experts on Mission,1,1,2
2015,1,UNOCI,Nepal,Experts on Mission,3,0,3
2015,1,UNOCI,Niger,Individual Police,17,1,18
2015,1,UNOCI,Nigeria,Individual Police,3,1,4
2015,1,UNOCI,Pakistan,Other,189,0,189
2015,1,UNOCI,Paraguay,Experts on Mission,7,0,7
2015,1,UNOCI,Paraguay,Contingent Troops,2,0,2
2015,1,UNOCI,Peru,Experts on Mission,2,0,2
2015,1,UNOCI,Philippines,Experts on Mission,1,0,1
2015,1,UNOCI,Poland,Experts on Mission,2,0,2
2015,1,UNOCI,Qatar,Experts on Mission,2,0,2
2015,1,UNOCI,Romania,Experts on Mission,5,1,6
2015,1,UNOCI,Romania,Experts on Mission,7,0,7
2015,1,UNOCI,Rwanda,Individual Police,39,2,41
2015,1,UNOCI,Senegal,Individual Police,29,0,29
2015,1,UNOCI,Serbia,Experts on Mission,3,0,3
2015,1,UNOCI,Spain,Contingent Troops,1,0,1
2015,1,UNOCI,Switzerland,Individual Police,1,0,1
2015,1,UNOCI,Switzerland,Experts on Mission,0,2,2
2015,1,UNOCI,Togo,Individual Police,22,1,23
2015,1,UNOCI,Togo,Experts on Mission,7,0,7
2015,1,UNOCI,Tunisia,Individual Police,15,0,15
2015,1,UNOCI,Turkey,Individual Police,10,1,11
2015,1,UNOCI,Uganda,Experts on Mission,4,1,5
2015,1,UNOCI,Ukraine,Individual Police,12,1,13
2015,1,UNOCI,Uruguay,Experts on Mission,2,0,2
2015,1,UNOCI,Vanuatu,Individual Police,2,1,3
2015,1,UNOCI,Yemen,Individual Police,13,0,13
2015,1,UNOCI,Zambia,Experts on Mission,1,0,1
2015,1,UNOCI,Zimbabwe,Experts on Mission,0,1,1
2015,1,UNTSO,Argentina,Experts on Mission,3,0,3
2015,1,UNTSO,Australia,Experts on Mission,9,2,11
2015,1,UNTSO,Austria,Experts on Mission,5,0,5
2015,1,UNTSO,Belgium,Experts on Mission,2,0,2
2015,1,UNTSO,Bhutan,Experts on Mission,1,0,1
2015,1,UNTSO,Canada,Experts on Mission,6,0,6
2015,1,UNTSO,Chile,Experts on Mission,2,0,2
2015,1,UNTSO,China,Experts on Mission,4,0,4
2015,1,UNTSO,Denmark,Experts on Mission,11,0,11
2015,1,UNTSO,Estonia,Experts on Mission,4,0,4
2015,1,UNTSO,Fiji,Experts on Mission,1,0,1
2015,1,UNTSO,Finland,Experts on Mission,17,1,18
2015,1,UNTSO,France,Experts on Mission,1,0,1
2015,1,UNTSO,Ireland,Experts on Mission,12,0,12
2015,1,UNTSO,Italy,Experts on Mission,6,0,6
2015,1,UNTSO,Nepal,Experts on Mission,4,0,4
2015,1,UNTSO,Netherlands,Experts on Mission,12,0,12
2015,1,UNTSO,Netherlands,Experts on Mission,6,1,7
2015,1,UNTSO,Norway,Experts on Mission,11,0,11
2015,1,UNTSO,Romania,Experts on Mission,4,0,4
2015,1,UNTSO,Serbia,Experts on Mission,1,0,1
2015,1,UNTSO,Slovakia,Experts on Mission,2,0,2
2015,1,UNTSO,Slovenia,Experts on Mission,2,0,2
2015,1,UNTSO,Sweden,Experts on Mission,7,0,7
2015,1,UNTSO,Switzerland,Experts on Mission,11,1,12
2015,1,UNTSO,Ukraine,Experts on Mission,2,0,2
2015,2,MINURSO,Argentina,Individual Police,0,1,1
2015,2,MINURSO,Austria,Experts on Mission,3,0,3
2015,2,MINURSO,Bangladesh,Experts on Mission,8,0,8
2015,2,MINURSO,BINUB,Experts on Mission,2,0,2
2015,2,MINURSO,Brazil,Experts on Mission,8,0,8
2015,2,MINURSO,Croatia,Experts on Mission,6,1,7
2015,2,MINURSO,Egypt,Individual Police,1,1,2
2015,2,MINURSO,Egypt,Experts on Mission,3,0,3
2015,2,MINURSO,France,Experts on Mission,7,0,7
2015,2,MINURSO,Germany,Experts on Mission,4,0,4
2015,2,MINURSO,Guinea,Experts on Mission,5,0,5
2015,2,MINURSO,Honduras,Experts on Mission,11,0,11
2015,2,MINURSO,Hungary,Experts on Mission,7,0,7
2015,2,MINURSO,Ireland,Experts on Mission,3,0,3
2015,2,MINURSO,Malaysia,Experts on Mission,10,0,10
2015,2,MINURSO,Nepal,Experts on Mission,3,0,3
2015,2,MINURSO,Paraguay,Experts on Mission,5,0,5
2015,2,MINURSO,Qatar,Experts on Mission,3,0,3
2015,2,MINUSCA,Bangladesh,Experts on Mission,11,0,11
2015,2,MINUSCA,Benin,Individual Police,29,0,29
2015,2,MINUSCA,Bhutan,Contingent Troops,2,0,2
2015,2,MINUSCA,BINUB,Experts on Mission,4,0,4
2015,2,MINUSCA,BINUB,Individual Police,15,0,15
2015,2,MINUSCA,Bolivia,Experts on Mission,3,0,3
2015,2,MINUSCA,Brazil,Experts on Mission,3,0,3
2015,2,MINUSCA,Bulgaria,Individual Police,14,16,30
2015,2,MINUSCA,Burundi,Individual Police,3,0,3
2015,2,MINUSCA,Burundi,Other,260,18,278
2015,2,MINUSCA,Cambodia,Experts on Mission,6,0,6
2015,2,MINUSCA,Cameroon,Individual Police,6,0,6
2015,2,MINUSCA,Congo,Individual Police,4,0,4
2015,2,MINUSCA,Congo,Individual Police,29,0,29
2015,2,MINUSCA,Cyprus,Experts on Mission,3,0,3
2015,2,MINUSCA,Egypt,Experts on Mission,5,0,5
2015,2,MINUSCA,France,Individual Police,2,0,2
2015,2,MINUSCA,Gabon,Experts on Mission,3,0,3
2015,2,MINUSCA,Guatemala,Experts on Mission,2,0,2
2015,2,MINUSCA,Indonesia,Experts on Mission,2,0,2
2015,2,MINUSCA,Jordan,Individual Police,2,0,2
2015,2,MINUSCA,Kenya,Experts on Mission,5,1,6
2015,2,MINUSCA,Madagascar,Individual Police,1,0,1
2015,2,MINUSCA,Mali,Individual Police,5,0,5
2015,2,MINUSCA,Mauritania,Experts on Mission,2,0,2
2015,2,MINUSCA,Mauritania,Experts on Mission,1,1,2
2015,2,MINUSCA,MINURSO,Individual Police,3,0,3
2015,2,MINUSCA,MINURSO,Other,109,17,126
2015,2,MINUSCA,Morocco,Experts on Mission,2,0,2
2015,2,MINUSCA,Nepal,Experts on Mission,3,0,3
2015,2,MINUSCA,Niger,Individual Police,6,1,7
2015,2,MINUSCA,Pakistan,Experts on Mission,7,0,7
2015,2,MINUSCA,Paraguay,Experts on Mission,1,0,1
2015,2,MINUSCA,Peru,Experts on Mission,2,0,2
2015,2,MINUSCA,Rwanda,Individual Police,12,15,27
2015,2,MINUSCA,Rwanda,Other,126,14,140
2015,2,MINUSCA,Serbia,Experts on Mission,2,0,2
2015,2,MINUSCA,Spain,Experts on Mission,3,0,3
2015,2,MINUSCA,Thailand,Contingent Troops,1,0,1
2015,2,MINUSCA,Tunisia,Individual Police,15,2,17
2015,2,MINUSCA,Ukraine,Contingent Troops,3,0,3
2015,2,MINUSCA,Yemen,Individual Police,2,0,2
2015,2,MINUSCA,Zambia,Experts on Mission,6,1,7
2015,2,MINUSMA,Bangladesh,Other,138,0,138
2015,2,MINUSMA,Benin,Individual Police,21,1,22
2015,2,MINUSMA,BINUB,Individual Police,1,0,1
2015,2,MINUSMA,BINUB,Individual Police,9,2,11
2015,2,MINUSMA,BINUB,Individual Police,0,1,1
2015,2,MINUSMA,Bolivia,Contingent Troops,2,0,2
2015,2,MINUSMA,Bulgaria,Individual Police,20,2,22
2015,2,MINUSMA,Burundi,Individual Police,15,0,15
2015,2,MINUSMA,Cambodia,Contingent Troops,292,4,296
2015,2,MINUSMA,Cameroon,Individual Police,17,1,18
2015,2,MINUSMA,Canada,Contingent Troops,1,0,1
2015,2,MINUSMA,Chad,Individual Police,5,0,5
2015,2,MINUSMA,China,Contingent Troops,389,13,402
2015,2,MINUSMA,Congo,Individual Police,11,1,12
2015,2,MINUSMA,Denmark,Contingent Troops,9,0,9
2015,2,MINUSMA,Egypt,Individual Police,2,0,2
2015,2,MINUSMA,Egypt,Contingent Troops,1,0,1
2015,2,MINUSMA,Estonia,Contingent Troops,2,0,2
2015,2,MINUSMA,Finland,Contingent Troops,4,0,4
2015,2,MINUSMA,France,Individual Police,5,0,5
2015,2,MINUSMA,Gambia,Contingent Troops,1,0,1
2015,2,MINUSMA,Germany,Individual Police,8,0,8
2015,2,MINUSMA,Guinea,Individual Police,4,1,5
2015,2,MINUSMA,Guinea,Contingent Troops,1,0,1
2015,2,MINUSMA,Italy,Contingent Troops,2,0,2
2015,2,MINUSMA,Jordan,Individual Police,3,0,3
2015,2,MINUSMA,Kenya,Contingent Troops,2,1,3
2015,2,MINUSMA,Liberia,Contingent Troops,43,4,47
2015,2,MINUSMA,Madagascar,Individual Police,2,0,2
2015,2,MINUSMA,Mauritania,Contingent Troops,6,0,6
2015,2,MINUSMA,MINURSO,Individual Police,1,0,1
2015,2,MINUSMA,MINURSO,Individual Police,5,1,6
2015,2,MINUSMA,Nepal,Contingent Troops,141,4,145
2015,2,MINUSMA,Netherlands,Individual Police,14,1,15
2015,2,MINUSMA,Niger,Individual Police,9,1,10
2015,2,MINUSMA,Nigeria,Individual Police,2,0,2
2015,2,MINUSMA,Norway,Contingent Troops,20,2,22
2015,2,MINUSMA,Portugal,Contingent Troops,45,4,49
2015,2,MINUSMA,Romania,Individual Police,2,0,2
2015,2,MINUSMA,Rwanda,Individual Police,3,0,3
2015,2,MINUSMA,Serbia,Contingent Troops,4,0,4
2015,2,MINUSMA,Sweden,Individual Police,2,1,3
2015,2,MINUSMA,Togo,Individual Police,4,0,4
2015,2,MINUSMA,Tunisia,Individual Police,8,0,8
2015,2,MINUSMA,Turkey,Individual Police,5,0,5
2015,2,MINUSMA,Ukraine,Contingent Troops,2,0,2
2015,2,MINUSMA,Ukraine,Contingent Troops,9,1,10
2015,2,MINUSMA,Yemen,Individual Police,9,0,9
2015,2,MINUSTAH,Argentina,Individual Police,19,2,21
2015,2,MINUSTAH,Bangladesh,Individual Police,5,0,5
2015,2,MINUSTAH,Benin,Individual Police,41,1,42
2015,2,MINUSTAH,BINUB,Individual Police,10,0,10
2015,2,MINUSTAH,Bolivia,Contingent Troops,186,20,206
2015,2,MINUSTAH,Brazil,Individual Police,16,0,16
2015,2,MINUSTAH,Bulgaria,Individual Police,42,3,45
2015,2,MINUSTAH,Burundi,Individual Police,13,1,14
2015,2,MINUSTAH,Cameroon,Individual Police,5,1,6
2015,2,MINUSTAH,Canada,Individual Police,44,13,57
2015,2,MINUSTAH,Chad,Individual Police,7,0,7
2015,2,MINUSTAH,Chile,Individual Police,7,4,11
2015,2,MINUSTAH,Colombia,Individual Police,21,1,22
2015,2,MINUSTAH,Congo,Individual Police,50,5,55
2015,2,MINUSTAH,Croatia,Individual Police,1,0,1
2015,2,MINUSTAH,Ecuador,Contingent Troops,53,0,53
2015,2,MINUSTAH,Egypt,Contingent Troops,34,0,34
2015,2,MINUSTAH,France,Individual Police,16,2,18
2015,2,MINUSTAH,Grenada,Individual Police,2,0,2
2015,2,MINUSTAH,Guatemala,Contingent Troops,129,9,138
2015,2,MINUSTAH,Guinea,Individual Police,14,0,14
2015,2,MINUSTAH,Honduras,Contingent Troops,38,0,38
2015,2,MINUSTAH,India,Other,420,0,420
2015,2,MINUSTAH,Indonesia,Contingent Troops,2,0,2
2015,2,MINUSTAH,Jamaica,Individual Police,2,0,2
2015,2,MINUSTAH,Jordan,Individual Police,15,0,15
2015,2,MINUSTAH,Madagascar,Individual Police,1,1,2
2015,2,MINUSTAH,Mali,Individual Police,36,3,39
2015,2,MINUSTAH,MINURSO,Individual Police,1,0,1
2015,2,MINUSTAH,Nepal,Individual Police,10,1,11
2015,2,MINUSTAH,Niger,Individual Police,15,0,15
2015,2,MINUSTAH,Nigeria,Individual Police,2,1,3
2015,2,MINUSTAH,Norway,Individual Police,3,3,6
2015,2,MINUSTAH,Pakistan,Other,138,1,139
2015,2,MINUSTAH,Paraguay,Contingent Troops,110,5,115
2015,2,MINUSTAH,Peru,Contingent Troops,348,24,372
2015,2,MINUSTAH,Philippines,Individual Police,14,1,15
2015,2,MINUSTAH,Romania,Individual Police,17,3,20
2015,2,MINUSTAH,Romania,Individual Police,5,0,5
2015,2,MINUSTAH,Rwanda,Individual Police,5,0,5
2015,2,MINUSTAH,Serbia,Individual Police,4,0,4
2015,2,MINUSTAH,Spain,Individual Police,4,0,4
2015,2,MINUSTAH,Spain,Individual Police,5,2,7
2015,2,MINUSTAH,Tunisia,Individual Police,9,0,9
2015,2,MINUSTAH,Turkey,Individual Police,18,0,18
2015,2,MINUSTAH,Ukraine,Individual Police,60,7,67
2015,2,MINUSTAH,Uruguay,Individual Police,3,0,3
2015,2,MINUSTAH,Vanuatu,Individual Police,2,0,2
2015,2,MINUSTAH,Yemen,Individual Police,24,0,24
2015,2,MONUSCO,Algeria,Experts on Mission,5,0,5
2015,2,MONUSCO,Bangladesh,Other,44,79,123
2015,2,MONUSCO,Belgium,Contingent Troops,2,0,2
2015,2,MONUSCO,Benin,Individual Police,32,4,36
2015,2,MONUSCO,BINUB,Individual Police,2,0,2
2015,2,MONUSCO,BINUB,Individual Police,28,2,30
2015,2,MONUSCO,BINUB,Individual Police,1,0,1
2015,2,MONUSCO,Bolivia,Experts on Mission,8,1,9
2015,2,MONUSCO,Bolivia,Experts on Mission,5,0,5
2015,2,MONUSCO,Brazil,Experts on Mission,1,0,1
2015,2,MONUSCO,Bulgaria,Individual Police,26,9,35
2015,2,MONUSCO,Cameroon,Individual Police,18,12,30
2015,2,MONUSCO,Canada,Contingent Troops,8,0,8
2015,2,MONUSCO,Chad,Individual Police,4,2,6
2015,2,MONUSCO,China,Experts on Mission,13,0,13
2015,2,MONUSCO,Congo,Individual Police,11,6,17
2015,2,MONUSCO,Cyprus,Experts on Mission,3,0,3
2015,2,MONUSCO,Egypt,Individual Police,2,0,2
2015,2,MONUSCO,France,Individual Police,5,0,5
2015,2,MONUSCO,Guatemala,Experts on Mission,1,0,1
2015,2,MONUSCO,Guinea,Individual Police,10,2,12
2015,2,MONUSCO,India,Other,266,4,270
2015,2,MONUSCO,Indonesia,Experts on Mission,15,0,15
2015,2,MONUSCO,Ireland,Contingent Troops,3,1,4
2015,2,MONUSCO,Jordan,Individual Police,5,0,5
2015,2,MONUSCO,Kenya,Experts on Mission,14,1,15
2015,2,MONUSCO,Kenya,Contingent Troops,7,2,9
2015,2,MONUSCO,Madagascar,Individual Police,2,4,6
2015,2,MONUSCO,Malawi,Experts on Mission,8,1,9
2015,2,MONUSCO,Malaysia,Experts on Mission,8,1,9
2015,2,MONUSCO,Mali,Individual Police,33,5,38
2015,2,MONUSCO,Mongolia,Experts on Mission,2,0,2
2015,2,MONUSCO,Morocco,Experts on Mission,2,0,2
2015,2,MONUSCO,Nepal,Experts on Mission,16,0,16
2015,2,MONUSCO,Niger,Individual Police,26,6,32
2015,2,MONUSCO,Nigeria,Individual Police,6,0,6
2015,2,MONUSCO,Pakistan,Experts on Mission,43,0,43
2015,2,MONUSCO,Paraguay,Experts on Mission,17,0,17
2015,2,MONUSCO,Peru,Experts on Mission,11,2,13
2015,2,MONUSCO,Poland,Experts on Mission,3,0,3
2015,2,MONUSCO,Romania,Individual Police,1,1,2
2015,2,MONUSCO,Romania,Individual Police,2,0,2
2015,2,MONUSCO,Serbia,Contingent Troops,5,3,8
2015,2,MONUSCO,Slovenia,Experts on Mission,5,0,5
2015,2,MONUSCO,Spain,Experts on Mission,4,0,4
2015,2,MONUSCO,Sweden,Individual Police,2,3,5
2015,2,MONUSCO,Togo,Individual Police,23,3,26
2015,2,MONUSCO,Tunisia,Individual Police,14,0,14
2015,2,MONUSCO,Turkey,Individual Police,2,0,2
2015,2,MONUSCO,Ukraine,Individual Police,2,1,3
2015,2,MONUSCO,Ukraine,Contingent Troops,5,0,5
2015,2,MONUSCO,Ukraine,Contingent Troops,1,2,3
2015,2,MONUSCO,Uruguay,Experts on Mission,13,0,13
2015,2,MONUSCO,Yemen,Individual Police,9,0,9
2015,2,MONUSCO,Zambia,Experts on Mission,11,3,14
2015,2,UNAMA,Australia,Experts on Mission,2,0,2
2015,2,UNAMA,Bolivia,Individual Police,0,1,1
2015,2,UNAMA,Cyprus,Experts on Mission,2,0,2
2015,2,UNAMA,Finland,Individual Police,1,0,1
2015,2,UNAMA,Germany,Experts on Mission,3,0,3
2015,2,UNAMA,India,Individual Police,0,1,1
2015,2,UNAMA,Lithuania,Experts on Mission,1,0,1
2015,2,UNAMA,Mongolia,Experts on Mission,1,0,1
2015,2,UNAMA,Netherlands,Individual Police,1,0,1
2015,2,UNAMA,Poland,Experts on Mission,1,0,1
2015,2,UNAMA,Portugal,Experts on Mission,1,0,1
2015,2,UNAMA,Romania,Experts on Mission,2,0,2
2015,2,UNAMA,Sweden,Experts on Mission,1,0,1
2015,2,UNAMA,Turkey,Experts on Mission,1,0,1
2015,2,UNAMI,Fiji,Contingent Troops,157,6,163
2015,2,UNAMI,India,Experts on Mission,1,0,1
2015,2,UNAMI,Nepal,Contingent Troops,73,4,77
2015,2,UNAMID,Bangladesh,Individual Police,27,2,29
2015,2,UNAMID,Bangladesh,Experts on Mission,12,0,12
2015,2,UNAMID,BINUB,Individual Police,24,92,116
2015,2,UNAMID,BINUB,Contingent Troops,18,1,19
2015,2,UNAMID,BINUB,Individual Police,16,0,16
2015,2,UNAMID,BINUB,Individual Police,58,17,75
2015,2,UNAMID,BINUB,Experts on Mission,17,1,18
2015,2,UNAMID,Bolivia,Experts on Mission,2,0,2
2015,2,UNAMID,Bulgaria,Individual Police,16,5,21
2015,2,UNAMID,Burundi,Individual Police,39,2,41
2015,2,UNAMID,Cambodia,Experts on Mission,1,0,1
2015,2,UNAMID,Cameroon,Individual Police,6,14,20
2015,2,UNAMID,China,Contingent Troops,231,0,231
2015,2,UNAMID,Ecuador,Experts on Mission,2,0,2
2015,2,UNAMID,Egypt,Individual Police,129,0,129
2015,2,UNAMID,Ethiopia,Individual Police,11,0,11
2015,2,UNAMID,Gambia,Individual Police,61,27,88
2015,2,UNAMID,Germany,Individual Police,5,0,5
2015,2,UNAMID,Indonesia,Individual Police,9,6,15
2015,2,UNAMID,Jamaica,Individual Police,5,7,12
2015,2,UNAMID,Jordan,Individual Police,93,8,101
2015,2,UNAMID,Kenya,Experts on Mission,3,1,4
2015,2,UNAMID,Lesotho,Experts on Mission,2,0,2
2015,2,UNAMID,Madagascar,Individual Police,4,1,5
2015,2,UNAMID,Malawi,Individual Police,14,6,20
2015,2,UNAMID,Malaysia,Experts on Mission,2,0,2
2015,2,UNAMID,MINURSO,Individual Police,1,0,1
2015,2,UNAMID,MINURSO,Individual Police,6,0,6
2015,2,UNAMID,Mongolia,Contingent Troops,37,32,69
2015,2,UNAMID,Namibia,Individual Police,22,30,52
2015,2,UNAMID,Namibia,Contingent Troops,1,2,3
2015,2,UNAMID,Nepal,Individual Police,18,2,20
2015,2,UNAMID,Nigeria,Individual Police,85,9,94
2015,2,UNAMID,Pakistan,Other,138,0,138
2015,2,UNAMID,Peru,Experts on Mission,1,0,1
2015,2,UNAMID,Qatar,Contingent Troops,2,0,2
2015,2,UNAMID,Rwanda,Individual Police,23,50,73
2015,2,UNAMID,Samoa,Individual Police,2,0,2
2015,2,UNAMID,Serbia,Individual Police,25,41,66
2015,2,UNAMID,Slovenia,Experts on Mission,8,2,10
2015,2,UNAMID,Thailand,Experts on Mission,4,2,6
2015,2,UNAMID,Togo,Other,135,5,140
2015,2,UNAMID,Togo,Experts on Mission,7,0,7
2015,2,UNAMID,Tunisia,Individual Police,17,1,18
2015,2,UNAMID,Turkey,Individual Police,15,1,16
2015,2,UNAMID,Yemen,Individual Police,161,0,161
2015,2,UNAMID,Zambia,Individual Police,37,2,39
2015,2,UNAMID,Zimbabwe,Individual Police,4,1,5
2015,2,UNAMID,Zimbabwe,Experts on Mission,3,0,3
2015,2,UNDOF,Fiji,Contingent Troops,278,23,301
2015,2,UNDOF,India,Contingent Troops,188,1,189
2015,2,UNDOF,Ireland,Contingent Troops,131,7,138
2015,2,UNDOF,Nepal,Contingent Troops,157,1,158
2015,2,UNDOF,Netherlands,Contingent Troops,2,0,2
2015,2,UNFICYP,Argentina,Contingent Troops,251,16,267
2015,2,UNFICYP,Australia,Individual Police,10,4,14
2015,2,UNFICYP,Austria,Contingent Troops,4,0,4
2015,2,UNFICYP,Bolivia,Individual Police,7,1,8
2015,2,UNFICYP,Brazil,Contingent Troops,1,0,1
2015,2,UNFICYP,Canada,Contingent Troops,1,0,1
2015,2,UNFICYP,Chile,Contingent Troops,14,0,14
2015,2,UNFICYP,China,Individual Police,2,0,2
2015,2,UNFICYP,Hungary,Contingent Troops,65,12,77
2015,2,UNFICYP,India,Individual Police,7,1,8
2015,2,UNFICYP,Ireland,Individual Police,9,2,11
2015,2,UNFICYP,Italy,Individual Police,3,1,4
2015,2,UNFICYP,Lithuania,Individual Police,1,1,2
2015,2,UNFICYP,Montenegro,Individual Police,4,0,4
2015,2,UNFICYP,Norway,Contingent Troops,2,0,2
2015,2,UNFICYP,Paraguay,Contingent Troops,12,0,12
2015,2,UNFICYP,Romania,Individual Police,2,0,2
2015,2,UNFICYP,Serbia,Individual Police,2,0,2
2015,2,UNFICYP,Slovakia,Individual Police,1,1,2
2015,2,UNFICYP,Ukraine,Individual Police,8,0,8
2015,2,UNFICYP,Ukraine,Contingent Troops,260,14,274
2015,2,UNIFIL,Armenia,Contingent Troops,33,0,33
2015,2,UNIFIL,Austria,Contingent Troops,163,7,170
2015,2,UNIFIL,Bangladesh,Contingent Troops,326,0,326
2015,2,UNIFIL,Belarus,Contingent Troops,3,2,5
2015,2,UNIFIL,Belgium,Contingent Troops,1,0,1
2015,2,UNIFIL,BINUB,Contingent Troops,808,63,871
2015,2,UNIFIL,BINUB,Contingent Troops,137,22,159
2015,2,UNIFIL,Brazil,Contingent Troops,270,0,270
2015,2,UNIFIL,Brunei,Contingent Troops,30,0,30
2015,2,UNIFIL,Cambodia,Contingent Troops,174,11,185
2015,2,UNIFIL,China,Contingent Troops,208,10,218
2015,2,UNIFIL,Croatia,Contingent Troops,1,0,1
2015,2,UNIFIL,Cyprus,Contingent Troops,2,0,2
2015,2,UNIFIL,Egypt,Contingent Troops,52,0,52
2015,2,UNIFIL,Fiji,Contingent Troops,146,0,146
2015,2,UNIFIL,Finland,Contingent Troops,329,14,343
2015,2,UNIFIL,France,Contingent Troops,797,40,837
2015,2,UNIFIL,Germany,Contingent Troops,123,9,132
2015,2,UNIFIL,Greece,Contingent Troops,49,0,49
2015,2,UNIFIL,Guatemala,Contingent Troops,2,0,2
2015,2,UNIFIL,Hungary,Contingent Troops,4,0,4
2015,2,UNIFIL,India,Contingent Troops,888,10,898
2015,2,UNIFIL,Ireland,Contingent Troops,185,12,197
2015,2,UNIFIL,Kenya,Contingent Troops,1,0,1
2015,2,UNIFIL,Malaysia,Contingent Troops,813,14,827
2015,2,UNIFIL,Nepal,Contingent Troops,848,21,869
